Sleep or Awake report for: C:\Users\Adonay\Desktop\Masters Thesis\WashSleepStudyDataset\actigraph\gt3x_files\yared\agd\TAS1H19200219_2020-12-30___16-07-2460sec.agd
Sleep Algorithm: Cole-Kripke

Date,Time,Axis1,Axis2,Axis3,VM,Steps,HR,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Sleep or Awake?
12/27/2020,1:16 PM,0,0,0,0,0,0,0,0,0,60,0,S
12/27/2020,1:17 PM,188,602,301,699,3,0,0,51,0,8,1,S
12/27/2020,1:18 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:19 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:20 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:21 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:22 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:23 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:24 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:25 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:26 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:27 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:28 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:29 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:30 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:31 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:32 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:33 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:34 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:35 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:36 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:37 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:38 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:39 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:40 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:41 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:42 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:43 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:44 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:45 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:46 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:47 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:48 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:49 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:50 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:51 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:52 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:53 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:54 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:55 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:56 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:57 PM,0,0,0,0,0,0,0,60,0,0,0,S
12/27/2020,1:58 PM,0,0,0,0,0,0,0,60,0,0,0,S
